dt,dt_iso,timezone,city_name,lat,lon,temp,dew_point,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,dt_iso,month,day,hour
1514764800,2018-01-01 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,14.52,25.39,27.27,1036,,,57,2018,1,1,0
1514768400,2018-01-01 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.2,13.03,25.39,26.94,1037,,,53,2018,1,1,1
1514772000,2018-01-01 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,12.27,25.39,27.27,1038,,,51,2018,1,1,2
1514775600,2018-01-01 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.62,10.13,25.39,28.74,1038,,,45,2018,1,1,3
1514779200,2018-01-01 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.11,6.31,23.59,27.27,1039,,,38,2018,1,1,4
1514782800,2018-01-01 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.22,6.06,21.79,25.14,1039,,,41,2018,1,1,5
1514786400,2018-01-01 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.84,3.81,21.25,23.34,1040,,,39,2018,1,1,6
1514790000,2018-01-01 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.4,3.92,19.99,22.23,1040,,,42,2018,1,1,7
1514793600,2018-01-01 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,20.97,3.52,19.63,22.23,1040,,,42,2018,1,1,8
1514797200,2018-01-01 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,19.53,3.94,18.19,21.54,1041,,,46,2018,1,1,9
1514800800,2018-01-01 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,19.51,4.75,18.19,20.25,1041,,,48,2018,1,1,10
1514804400,2018-01-01 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,19.06,4.73,17.29,19.74,1042,,,49,2018,1,1,11
1514808000,2018-01-01 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,17.62,5.27,16.39,18.27,1042,,,54,2018,1,1,12
1514811600,2018-01-01 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,17.22,5.25,16.39,18.27,1043,,,55,2018,1,1,13
1514815200,2018-01-01 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,17.1,5.49,14.59,18.27,1043,,,56,2018,1,1,14
1514818800,2018-01-01 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,17.64,5.29,16.39,20.25,1044,,,54,2018,1,1,15
1514822400,2018-01-01 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,19.51,5.54,18.19,21.54,1044,,,50,2018,1,1,16
1514826000,2018-01-01 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.4,6.93,19.99,25.14,1044,,,49,2018,1,1,17
1514829600,2018-01-01 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.75,7.48,23.59,25.29,1043,,,43,2018,1,1,18
1514833200,2018-01-01 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.51,8.19,23.59,27.27,1042,,,41,2018,1,1,19
1514836800,2018-01-01 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,27.86,9.43,23.59,29.25,1041,,,41,2018,1,1,20
1514840400,2018-01-01 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.51,7.99,27.19,29.25,1040,,,37,2018,1,1,21
1514844000,2018-01-01 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.51,7.99,27.19,30.54,1039,,,37,2018,1,1,22
1514847600,2018-01-01 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.09,9.16,27.19,29.25,1039,,,40,2018,1,1,23
1514851200,2018-01-02 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.2,8.85,25.39,26.94,1039,,,43,2018,1,2,0
1514854800,2018-01-02 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.2,9.3,25.14,26.58,1039,,,44,2018,1,2,1
1514858400,2018-01-02 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.85,9.77,23.31,25.39,1039,,,48,2018,1,2,2
1514862000,2018-01-02 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.33,9.68,23.59,25.14,1039,,,49,2018,1,2,3
1514865600,2018-01-02 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.75,9.25,23.59,25.29,1039,,,47,2018,1,2,4
1514869200,2018-01-02 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.33,9.28,23.41,25.14,1039,,,48,2018,1,2,5
1514872800,2018-01-02 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.3,9.25,21.54,24.78,1039,,,48,2018,1,2,6
1514876400,2018-01-02 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.87,9.5,21.79,25.14,1038,,,52,2018,1,2,7
1514880000,2018-01-02 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.51,9.32,21.18,23.34,1038,,,55,2018,1,2,8
1514883600,2018-01-02 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,10.24,21.79,23.34,1039,,,54,2018,1,2,9
1514887200,2018-01-02 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,11.32,21.79,25.14,1038,,,57,2018,1,2,10
1514890800,2018-01-02 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,11.66,21.79,25.14,1038,,,58,2018,1,2,11
1514894400,2018-01-02 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,11.66,21.79,25.14,1038,,,58,2018,1,2,12
1514898000,2018-01-02 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,10.6,21.79,25.14,1038,,,55,2018,1,2,13
1514901600,2018-01-02 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.86,10.24,21.79,25.14,1038,,,54,2018,1,2,14
1514905200,2018-01-02 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.87,8.73,21.79,25.29,1038,,,50,2018,1,2,15
1514908800,2018-01-02 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.87,8.73,21.79,25.29,1038,,,50,2018,1,2,16
1514912400,2018-01-02 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.75,8.82,23.59,26.94,1038,,,46,2018,1,2,17
1514916000,2018-01-02 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.75,8.38,23.59,26.94,1037,,,45,2018,1,2,18
1514919600,2018-01-02 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,8.4,25.39,27.27,1036,,,42,2018,1,2,19
1514923200,2018-01-02 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,8.4,25.39,27.27,1035,,,42,2018,1,2,20
1514926800,2018-01-02 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,6.42,25.39,27.27,1034,,,38,2018,1,2,21
1514930400,2018-01-02 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,5.9,25.39,27.27,1034,,,37,2018,1,2,22
1514934000,2018-01-02 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.22,5.9,25.39,27.27,1033,,,37,2018,1,2,23
1514937600,2018-01-03 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.1,6.82,23.59,27.27,1034,,,39,2018,1,3,0
1514941200,2018-01-03 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.1,7.81,23.59,26.94,1034,,,41,2018,1,3,1
1514944800,2018-01-03 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.1,8.28,23.59,26.94,1034,,,42,2018,1,3,2
1514948400,2018-01-03 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.1,6.31,23.59,26.94,1034,,,38,2018,1,3,3
1514952000,2018-01-03 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.76,5.59,23.59,26.94,1034,,,39,2018,1,3,4
1514955600,2018-01-03 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.66,5.49,21.79,26.94,1034,,,39,2018,1,3,5
1514959200,2018-01-03 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.95,5.81,22.69,25.14,1033,,,43,2018,1,3,6
1514962800,2018-01-03 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,22.84,7.88,20.89,23.34,1032,,,48,2018,1,3,7
1514966400,2018-01-03 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.49,9.3,21.07,23.34,1032,,,55,2018,1,3,8
1514970000,2018-01-03 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.49,9.66,21.18,23.34,1032,,,56,2018,1,3,9
1514973600,2018-01-03 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.42,11.3,19.99,22.23,1032,,,61,2018,1,3,10
1514977200,2018-01-03 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.4,11.61,19.99,22.23,1031,,,62,2018,1,3,11
1514980800,2018-01-03 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.38,11.91,19.99,22.23,1031,,,63,2018,1,3,12
1514984400,2018-01-03 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.38,11.91,19.35,21.79,1031,,,63,2018,1,3,13
1514988000,2018-01-03 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,21.38,12.22,19.99,22.23,1030,,,64,2018,1,3,14
1514991600,2018-01-03 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,24.75,13.8,23.59,25.29,1031,,,59,2018,1,3,15
1514995200,2018-01-03 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.53,14.43,27.19,34.14,1031,,,51,2018,1,3,16
1514998800,2018-01-03 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.22,15.89,34.39,38.25,1030,,,41,2018,1,3,17
1515002400,2018-01-03 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.51,17.74,36.19,41.34,1030,,,41,2018,1,3,18
1515006000,2018-01-03 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.78,19.29,41.59,44.94,1029,,,36,2018,1,3,19
1515009600,2018-01-03 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.13,19.51,45.19,49.23,1028,,,32,2018,1,3,20
1515013200,2018-01-03 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.56,21.11,45.19,50.34,1027,,,34,2018,1,3,21
1515016800,2018-01-03 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,48.02,20.32,46.99,50.34,1027,,,31,2018,1,3,22
1515020400,2018-01-03 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.62,20.53,46.38,48.54,1027,,,33,2018,1,3,23
1515024000,2018-01-04 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,44.24,20.46,43.14,44.58,1027,,,36,2018,1,4,0
1515027600,2018-01-04 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.37,20.62,41.59,46.74,1027,,,39,2018,1,4,1
1515031200,2018-01-04 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,36,21.83,35.58,43.14,1027,,,53,2018,1,4,2
1515034800,2018-01-04 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.35,22.15,36.91,39.79,1027,,,51,2018,1,4,3
1515038400,2018-01-04 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,33.67,21.79,32.95,38.25,1027,,,58,2018,1,4,4
1515042000,2018-01-04 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,33.57,21.7,32.95,39.54,1028,,,58,2018,1,4,5
1515045600,2018-01-04 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,30.25,21.72,29.89,37.74,1028,,,67,2018,1,4,6
1515049200,2018-01-04 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.72,22.87,28.38,31.23,1028,,,76,2018,1,4,7
1515052800,2018-01-04 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.85,21.58,28.38,32.59,1028,,,71,2018,1,4,8
1515056400,2018-01-04 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.87,20.98,28.38,32.59,1028,,,69,2018,1,4,9
1515060000,2018-01-04 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.83,20.97,28.38,32.59,1028,,,69,2018,1,4,10
1515063600,2018-01-04 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,26.98,19.76,26.58,31.23,1028,,,71,2018,1,4,11
1515067200,2018-01-04 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,27,20.91,26.58,30.79,1028,,,75,2018,1,4,12
1515070800,2018-01-04 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,28.35,21.38,27.91,30.79,1028,,,72,2018,1,4,13
1515074400,2018-01-04 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,29.97,21.74,28.74,30.18,1029,,,68,2018,1,4,14
1515078000,2018-01-04 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,33.75,23.59,32.59,37.74,1029,,,63,2018,1,4,15
1515081600,2018-01-04 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,38.98,21.33,37.99,41.34,1030,,,46,2018,1,4,16
1515085200,2018-01-04 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.33,18.36,41.59,43.29,1030,,,35,2018,1,4,17
1515088800,2018-01-04 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,45.99,18.73,43.39,47.25,1029,,,31,2018,1,4,18
1515092400,2018-01-04 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.51,18.46,45.19,46.81,1028,,,30,2018,1,4,19
1515096000,2018-01-04 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,48.27,18.41,45.19,50.34,1027,,,28,2018,1,4,20
1515099600,2018-01-04 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,49.75,18.81,46.99,50.34,1027,,,27,2018,1,4,21
1515103200,2018-01-04 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,48.09,18.27,47.89,49.23,1027,,,28,2018,1,4,22
1515106800,2018-01-04 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,48.09,18.27,47.89,49.23,1026,,,28,2018,1,4,23
1515110400,2018-01-05 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.09,18.82,45.19,46.74,1026,,,31,2018,1,5,0
1515114000,2018-01-05 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,44.33,19.94,43.93,45.27,1027,,,35,2018,1,5,1
1515117600,2018-01-05 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,41.11,20.14,40.87,43.39,1027,,,40,2018,1,5,2
1515121200,2018-01-05 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,39.09,20.97,38.89,40.23,1027,,,45,2018,1,5,3
1515124800,2018-01-05 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,39.63,21.87,39.18,41.77,1027,,,46,2018,1,5,4
1515128400,2018-01-05 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.22,22.46,36.91,38.25,1028,,,52,2018,1,5,5
1515132000,2018-01-05 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.72,22.05,37.38,39.79,1028,,,50,2018,1,5,6
1515135600,2018-01-05 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.87,21.74,35.58,38.25,1027,,,53,2018,1,5,7
1515139200,2018-01-05 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.2,22.33,34.03,35.94,1027,,,56,2018,1,5,8
1515142800,2018-01-05 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.35,21.69,34.93,36.55,1027,,,54,2018,1,5,9
1515146400,2018-01-05 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.6,20.64,33.39,37.99,1027,,,47,2018,1,5,10
1515150000,2018-01-05 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.4,21.74,32.31,37.99,1027,,,54,2018,1,5,11
1515153600,2018-01-05 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,33.85,21.94,33.39,34.39,1027,,,58,2018,1,5,12
1515157200,2018-01-05 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.08,22.6,30.54,35.58,1027,,,57,2018,1,5,13
1515160800,2018-01-05 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,35.2,22.33,32.31,35.58,1027,,,56,2018,1,5,14
1515164400,2018-01-05 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.31,25.39,39.54,42.78,1028,,,49,2018,1,5,15
1515168000,2018-01-05 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,44.74,26.49,44.58,47.25,1028,,,47,2018,1,5,16
1515171600,2018-01-05 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.33,24.85,50.59,53.94,1028,,,34,2018,1,5,17
1515175200,2018-01-05 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.64,26.02,52.39,58.23,1028,,,33,2018,1,5,18
1515178800,2018-01-05 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,57.52,27.01,57.18,61.29,1026,,,30,2018,1,5,19
1515182400,2018-01-05 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,60.75,27.23,59.59,62.94,1025,,,27,2018,1,5,20
1515186000,2018-01-05 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,62.22,26.69,61.39,63.27,1024,,,25,2018,1,5,21
1515189600,2018-01-05 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,62.22,26.69,61.39,63.27,1024,,,25,2018,1,5,22
1515193200,2018-01-05 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,60.75,27.23,59.59,61.14,1023,,,27,2018,1,5,23
1515196800,2018-01-06 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,56.97,27.97,53.94,57.18,1024,,,32,2018,1,6,0
1515200400,2018-01-06 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.74,27.99,53.58,54.27,1025,,,36,2018,1,6,1
1515204000,2018-01-06 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.49,28.94,50.59,53.83,1025,,,38,2018,1,6,2
1515207600,2018-01-06 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,49.86,28.71,48.54,49.98,1026,,,43,2018,1,6,3
1515211200,2018-01-06 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.3,28.83,49.87,51.78,1025,,,41,2018,1,6,4
1515214800,2018-01-06 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,49.6,29.5,45.19,49.98,1026,,,45,2018,1,6,5
1515218400,2018-01-06 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.08,28.9,44.83,46.38,1026,,,50,2018,1,6,6
1515222000,2018-01-06 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,44.64,28.98,43.39,44.94,1026,,,53,2018,1,6,7
1515225600,2018-01-06 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.42,28.72,41.31,43.39,1026,,,57,2018,1,6,8
1515229200,2018-01-06 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,42.85,29.82,41.31,43.39,1026,,,59,2018,1,6,9
1515232800,2018-01-06 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.74,29.84,37.38,39.79,1026,,,72,2018,1,6,10
1515236400,2018-01-06 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,39.13,30.09,38.89,41.34,1026,,,69,2018,1,6,11
1515240000,2018-01-06 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.33,30.07,36.91,39.79,1026,,,74,2018,1,6,12
1515243600,2018-01-06 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.62,30.61,37.35,37.99,1026,,,75,2018,1,6,13
1515247200,2018-01-06 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,37.33,30.65,35.94,39.79,1027,,,76,2018,1,6,14
1515250800,2018-01-06 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,41.9,33.89,41.31,41.95,1027,,,73,2018,1,6,15
1515254400,2018-01-06 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,46.22,35.51,45.91,49.23,1028,,,66,2018,1,6,16
1515258000,2018-01-06 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.87,38.88,51.78,54.27,1028,,,61,2018,1,6,17
1515261600,2018-01-06 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,56.98,42.37,55.99,59.34,1027,,,58,2018,1,6,18
1515265200,2018-01-06 19:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,58.98,43.79,58.87,61.14,1026,,,57,2018,1,6,19
1515268800,2018-01-06 20:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,62.22,43.9,61.39,63.27,1025,,,51,2018,1,6,20
1515272400,2018-01-06 21:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,62.64,44.28,61.39,65.25,1024,,,51,2018,1,6,21
1515276000,2018-01-06 22:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,62.62,44.26,61.39,62.94,1024,,,51,2018,1,6,22
1515279600,2018-01-06 23:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,60.87,42.66,60.78,62.94,1023,,,51,2018,1,6,23
1515283200,2018-01-07 00:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,60.21,42.53,57.79,61.14,1023,,,52,2018,1,7,0
1515286800,2018-01-07 01:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,57.51,42.87,57.18,58.23,1023,,,58,2018,1,7,1
1515290400,2018-01-07 02:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,57.51,41.02,57.18,59.34,1023,,,54,2018,1,7,2
1515294000,2018-01-07 03:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,57.09,37.08,56.89,58.23,1023,,,47,2018,1,7,3
1515297600,2018-01-07 04:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,55.6,35.17,55.27,57.54,1022,,,46,2018,1,7,4
1515301200,2018-01-07 05:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,55.6,33.48,55.09,57.54,1022,,,43,2018,1,7,5
1515304800,2018-01-07 06:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,55.11,35.28,54.19,57.54,1021,,,47,2018,1,7,6
1515308400,2018-01-07 07:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,55.09,35.78,53.83,56.25,1021,,,48,2018,1,7,7
1515312000,2018-01-07 08:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.64,38.79,52.39,54.27,1020,,,57,2018,1,7,8
1515315600,2018-01-07 09:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.24,42.58,52.39,55.74,1020,,,67,2018,1,7,9
1515319200,2018-01-07 10:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.22,42.94,52.39,55.74,1019,,,68,2018,1,7,10
1515322800,2018-01-07 11:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.19,42.91,51.67,54.27,1019,,,68,2018,1,7,11
1515326400,2018-01-07 12:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.82,42.37,51.78,53.94,1018,,,70,2018,1,7,12
1515330000,2018-01-07 13:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.33,41.14,50.59,53.94,1018,,,68,2018,1,7,13
1515333600,2018-01-07 14:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.33,41.14,50.59,53.94,1017,,,68,2018,1,7,14
1515337200,2018-01-07 15:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,51.33,42.98,50.59,53.94,1017,,,73,2018,1,7,15
1515340800,2018-01-07 16:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.22,44.8,52.39,54.27,1016,,,73,2018,1,7,16
1515344400,2018-01-07 17:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,53.74,46.36,53.58,56.25,1016,,,76,2018,1,7,17
1515348000,2018-01-07 18:00:00 +0000 UTC,-21600,Dallas Love Field Airport,32.848103,-96.851206,55.51,48.78,54.19,57.54,1014,,,78,2018,1,7,18
